SEQENCE_ID                     TM SP PREDICTION
PF3D7_1453300.1-p1              2  0 o6-22i55-75o
PF3D7_1453600.1-p1              2  0 o497-520i541-561o
PF3D7_1453700.1-p1              0  0 i
PF3D7_1454500.1-p1              0  0 i
PF3D7_1454800.1-p1              0  0 i
PF3D7_1454900.1-p1              0  0 i
PF3D7_1455400.1-p1              6  0 i80-98o104-124i144-161o167-189i196-213o225-244i
PF3D7_1455500.1-p1              0  0 i
PF3D7_1455600.1-p1              1  0 o1882-1902i
PF3D7_1455800.1-p1              0  Y n4-15c23/24o
PF3D7_1456200.1-p1              2  0 o609-627i634-652o
PF3D7_1456300.1-p1              1  0 o228-247i
PF3D7_1456700.1-p1              1  0 o319-338i
PF3D7_1456900.1-p1              0  0 i
PF3D7_1457300.1-p1              0  0 i
PF3D7_1457500.1-p1              0  0 i
PF3D7_1457600.1-p1              0  0 i
PF3D7_1457900.1-p1              8  0 o272-290i675-691o711-731i1564-1582o2721-2743i3049-3071o3091-3111i3430-3453o
PF3D7_1458100.1-p1              1  0 o6-24i
PF3D7_1458200.1-p1              1  0 i81-100o
PF3D7_1459100.1-p1              1  0 o596-618i
PF3D7_1459300.1-p1              1  0 o81-99i
PF3D7_1459400.1-p1              1  0 i51-71o
PF3D7_1459500.1-p1              4  0 i135-158o178-196i760-781o801-820i
PF3D7_1459800.1-p1              7  0 i36-57o63-82i94-115o121-143i150-173o185-205i217-235o
PF3D7_1459900.1-p1              4  0 i15-39o45-66i78-101o126-147i
PF3D7_1460200.1-p1              0  0 i
PF3D7_1460600.1-p1              0  0 i
PF3D7_1461500.1-p1              0  0 i
PF3D7_1461700.1-p1              0  Y n6-17c22/23o
PF3D7_1462000.1-p1              0  0 i
PF3D7_1462100.1-p1              1  0 o1047-1065i
PF3D7_1462200.1-p1              0  0 i
PF3D7_1462300.1-p1              3  Y n4-14c18/19o1155-1178i1185-1204o1224-1246i
PF3D7_1462600.1-p1              7  0 o20-39i59-84o90-109i334-353o373-406i418-441o486-509i
PF3D7_1463200.1-p1              0  0 i
PF3D7_1463500.1-p1              0  0 i
PF3D7_1463600.1-p1              1  0 i12-31o
PF3D7_1463700.1-p1              0  0 i
PF3D7_1463900.1-p1              7  Y n4-14c22/23o447-467i488-506o547-568i655-674o686-707i781-803o815-837i
PF3D7_1464100.1-p1              0  0 i
PF3D7_1464500.1-p1              7  0 i1004-1025o1031-1047i1059-1075o1087-1107i1712-1735o2922-2945i3099-3119o
PF3D7_1465400.1-p1              0  0 i
PF3D7_1465500.1-p1              9  0 i12-32o44-70i142-162o182-205i217-238o244-265i277-302o322-340i347-364o
PF3D7_1465600.1-p1              2  0 i163-186o198-222i
PF3D7_1466000.1-p1              0  Y n7-14c21/22o
PF3D7_1466500.1-p1              0  Y n3-13c19/20o
PF3D7_1466600.1-p1              0  0 i
PF3D7_1466700.1-p1              0  0 i
PF3D7_1467000.1-p1              8  Y n4-15c20/21o36-55i634-651o657-677i689-707o727-751i758-778o798-823i863-882o
PF3D7_1467700.1-p1              0  0 i
PF3D7_1467800.1-p1              0  0 i
PF3D7_1468500.1-p1              5  0 o17-40i52-75o95-119i140-165o171-193i
PF3D7_1468600.1-p1             13  0 o89-109i307-326o332-352i746-765o771-795i896-915o979-997i1790-1808o1820-1839i1881-1900o1906-1924i1931-1952o1972-1990i
PF3D7_1469100.1-p1              1  0 i239-259o
PF3D7_1469400.1-p1             11  0 i49-69o89-107i114-134o140-158i178-200o212-234i268-290o302-319i331-351o363-385i406-436o
PF3D7_1470100.1-p1              7  0 o292-310i827-845o1280-1307i1593-1610o2282-2298i2319-2337o2343-2362i
PF3D7_1470600.1-p1              0  0 i
PF3D7_1470700.1-p1              0  0 i
PF3D7_1470800.1-p1              0  Y n4-15c20/21o
PF3D7_1470900.1-p1              0  0 i
PF3D7_1470950.1-p1              1  Y n9-17c21/22o37-58i
PF3D7_1471100.1-p1              0  Y n6-16c21/22o
PF3D7_1471200.1-p1             11  0 i86-109o121-145i166-185o191-209i229-247o259-279i327-346o366-390i402-419o425-452i473-505o
PF3D7_1471300.1-p1              0  0 i
PF3D7_1471500.1-p1              4  0 i12-30o289-307i314-338o344-363i
PF3D7_1471900.1-p1              0  0 i
PF3D7_1472100.1-p1              5  0 o183-200i207-226o238-258i265-284o296-313i
PF3D7_1472300.1-p1              7  0 o6-21i284-306o312-329i383-403o415-437i458-478o493-514i
PF3D7_1472500.1-p1              0  0 i
PF3D7_1472800.1-p1              1  0 i7-29o
PF3D7_1473000.1-p1              1  0 i12-33o
PF3D7_1473500.1-p1              0  0 i
PF3D7_1473600.1-p1              0  0 i
PF3D7_1473700.1-p1              0  0 i
PF3D7_1474200.1-p1             22  0 o634-653i665-685o769-792i978-996o1727-1745i1889-1907o1919-1935i1947-1965o2537-2558i2579-2598o2670-2688i2903-2925o3173-3196i3460-3476o3706-3726i3987-4008o4044-4062i4228-4245o4274-4294i4336-4352o4364-4384i4488-4506o
PF3D7_1474400.1-p1              2  0 o1272-1289i1420-1443o
PF3D7_1474600.1-p1              5  0 i52-70o76-109i230-254o260-284i339-358o
PF3D7_1474800.1-p1              0  0 i
PF3D7_1474900.1-p1              0  0 i
PF3D7_1475100.1-p1              3  0 o437-456i753-771o1154-1171i
PF3D7_1475400.1-p1              9  Y n4-14c19/20o4629-4654i4666-4685o4705-4725i4737-4758o5050-5076i5102-5123o5129-5149i5161-5181o5187-5206i
PF3D7_1475500.1-p1              0  Y n4-13c19/20o
PF3D7_1475700.1-p1              0  0 i
PF3D7_1475800.1-p1              1  0 o174-193i
PF3D7_1475900.1-p1              0  Y n7-15c20/21o
PF3D7_1476000.1-p1              1  0 o37-61i
PF3D7_1476100.1-p1              2  0 o6-25i52-73o
PF3D7_1476200.1-p1              1  0 i61-81o
PF3D7_1476300.1-p1              1  0 i20-39o
PF3D7_1476500.1-p1              1  0 i21-39o
PF3D7_1476600.1-p1              1  0 i9-27o
PF3D7_1477100.1-p1              2  0 i16-34o166-185i
PF3D7_1477200.1-p1              2  0 i169-191o197-220i
PF3D7_1477300.1-p1              1  0 i39-62o
PF3D7_1477400.1-p1              2  0 o12-29i41-64o
PF3D7_1477500.1-p1              1  0 i53-71o
PF3D7_1477600.1-p1              2  0 o348-371i643-661o
PF3D7_1477700.1-p1              1  0 o12-32i
PF3D7_1477800.1-p1              0  0 i
PF3D7_1478000.1-p1              1  0 o27-45i
PF3D7_1478100.1-p1              3  0 o6-23i193-213o225-245i
PF3D7_1478600.1-p1              3  0 o46-66i1201-1221o1227-1246i
PF3D7_1478800.1-p1              1  Y n4-15c19/20o150-177i
PF3D7_1479400.1-p1              1  Y n8-19c26/27o314-339i
PF3D7_1479500.1-p1              1  Y n9-16c21/22o254-281i
PF3D7_1479600.1-p1              1  Y n8-15c22/23o308-330i
PF3D7_1479700.1-p1              1  0 o307-328i
PF3D7_1479800.1-p1              1  Y n8-15c20/21o302-324i
PF3D7_1479900.1-p1              3  0 o6-23i179-201o262-286i
PF3D7_1480000.1-p1              1  0 o299-320i
PF3D7_API03000.1-p1             2  0 i20-41o47-69i
PF3D7_API03600.1-p1             0  0 i
PF3D7_API04000.1-p1             1  0 o6-23i
PF3D7_API04500.1-p1             0  0 i
