Protein_id	Compartment	Score	Rank
PF3D7_0513900.1-p1	nucl	5	3
PF3D7_0513900.1-p1	mito	4.5	4
PF3D7_0513900.1-p1	plas	3.5	5
PF3D7_0513900.1-p1	extr_plas	3	6
PF3D7_0513900.1-p1	golg	2	7
PF3D7_0514000.1-p1	cyto	20	1
PF3D7_0514000.1-p1	mito	10	2
PF3D7_0514000.1-p1	cyto_plas	10	3
PF3D7_0514000.1-p1	cyto_golg	10	4
PF3D7_0514100.1-p1	cyto	21.5	1
PF3D7_0514100.1-p1	cyto_nucl	14.3333	2
PF3D7_0514100.1-p1	cyto_plas	12.1667	3
PF3D7_0514100.1-p1	nucl	5	4
PF3D7_0514200.1-p1	E.R.	27	1
PF3D7_0514200.1-p1	pero	2	2
PF3D7_0514300.1-p1	mito	21	1
PF3D7_0514300.1-p1	cyto	6	2
PF3D7_0514300.1-p1	cyto_nucl	5	3
PF3D7_0514300.1-p1	pero	3	4
PF3D7_0514500.1-p1	plas	28	1
PF3D7_0514500.1-p1	E.R.	3	2
PF3D7_0514600.1-p1	cyto	21	1
PF3D7_0514600.1-p1	cyto_nucl	16	2
PF3D7_0514600.1-p1	cyto_plas	13.3333	3
PF3D7_0514600.1-p1	extr	2	4
PF3D7_0514600.1-p1	mito	2	5
PF3D7_0514700.1-p1	cyto	16	1
PF3D7_0514700.1-p1	plas	5	2
PF3D7_0514700.1-p1	pero	5	3
PF3D7_0514700.1-p1	nucl	3	4
PF3D7_0514700.1-p1	mito_pero	3	5
PF3D7_0514800.1-p1	cyto	15.5	1
PF3D7_0514800.1-p1	cyto_mito	9.66667	2
PF3D7_0514800.1-p1	nucl	7	3
PF3D7_0514800.1-p1	mito_pero	4.33333	4
PF3D7_0514800.1-p1	pero	4	5
PF3D7_0514800.1-p1	mito	2.5	6
PF3D7_0514900.1-p1	cyto	21	1
PF3D7_0514900.1-p1	nucl	3	2
PF3D7_0514900.1-p1	E.R.	3	3
PF3D7_0514900.1-p1	pero	3	4
PF3D7_0515000.1-p1	nucl	20.5	1
PF3D7_0515000.1-p1	cyto_nucl	16.5	2
PF3D7_0515000.1-p1	cyto	11.5	3
PF3D7_0515100.1-p1	cyto_nucl	9	1
PF3D7_0515100.1-p1	nucl	8	2
PF3D7_0515100.1-p1	cyto	8	3
PF3D7_0515100.1-p1	mito	7.5	4
PF3D7_0515100.1-p1	mito_pero	5.5	5
PF3D7_0515100.1-p1	plas	5	6
PF3D7_0515200.1-p1	cyto	22	1
PF3D7_0515200.1-p1	mito	5	2
PF3D7_0515200.1-p1	mito_pero	5	3
PF3D7_0515200.1-p1	pero	3	4
PF3D7_0515300.1-p1	cyto	17.5	1
PF3D7_0515300.1-p1	cyto_nucl	14.5	2
PF3D7_0515300.1-p1	nucl	8.5	3
PF3D7_0515300.1-p1	mito	3	4
PF3D7_0515400.1-p1	nucl	23	1
PF3D7_0515400.1-p1	cyto_nucl	17	2
PF3D7_0515400.1-p1	cyto	9	3
PF3D7_0515500.1-p1	plas	31	1
PF3D7_0515600.1-p1	cyto	16	1
PF3D7_0515600.1-p1	nucl	14	2
PF3D7_0515700.1-p1	plas	32	1
PF3D7_0515800.1-p1	extr	24	1
PF3D7_0515800.1-p1	cyto	5	2
PF3D7_0515900.1-p1	mito	18.5	1
PF3D7_0515900.1-p1	mito_nucl	11.8333	2
PF3D7_0515900.1-p1	cyto	8.5	3
PF3D7_0515900.1-p1	cyto_nucl	6.83333	4
PF3D7_0516000.1-p1	nucl	16	1
PF3D7_0516000.1-p1	cyto_nucl	13.5	2
PF3D7_0516000.1-p1	cyto	9	3
PF3D7_0516000.1-p1	mito	7	4
PF3D7_0516100.1-p1	plas	32	1
PF3D7_0516200.1-p1	cyto	23	1
PF3D7_0516200.1-p1	cyto_nucl	15	2
PF3D7_0516200.1-p1	nucl	5	3
PF3D7_0516200.1-p1	mito	1.5	4
PF3D7_0516200.1-p1	E.R._mito	1.5	5
PF3D7_0516300.1-p1	E.R.	13.5	1
PF3D7_0516300.1-p1	E.R._golg	7.5	2
PF3D7_0516300.1-p1	extr_plas	7	3
PF3D7_0516300.1-p1	plas	6.5	4
PF3D7_0516300.1-p1	extr	6.5	5
PF3D7_0516300.1-p1	pero	4	6
PF3D7_0516400.1-p1	cyto	23.5	1
PF3D7_0516400.1-p1	cyto_nucl	16.5	2
PF3D7_0516400.1-p1	nucl	6.5	3
PF3D7_0516500.1-p1	plas	32	1
PF3D7_0516600.1-p1	E.R.	17.5	1
PF3D7_0516600.1-p1	E.R._golg	11.5	2
PF3D7_0516600.1-p1	extr	7	3
PF3D7_0516600.1-p1	golg	4.5	4
PF3D7_0516700.1-p1	cyto	19	1
PF3D7_0516700.1-p1	cyto_nucl	16	2
PF3D7_0516700.1-p1	nucl	9	3
PF3D7_0516800.1-p1	nucl	31	1
PF3D7_0516900.1-p1	cyto	17	1
PF3D7_0516900.1-p1	mito	13	2
PF3D7_0517000.1-p1	cyto	27.5	1
PF3D7_0517000.1-p1	cyto_nucl	14.5	2
PF3D7_0517000.1-p1	mito	3.5	3
PF3D7_0517100.1-p1	mito	21	1
PF3D7_0517100.1-p1	cyto	9.5	2
PF3D7_0517100.1-p1	cyto_nucl	6	3
PF3D7_0517200.1-p1	nucl	20	1
PF3D7_0517200.1-p1	cyto	8	2
PF3D7_0517200.1-p1	mito	2	3
PF3D7_0517200.1-p1	cysk_plas	2	4
PF3D7_0517300.1-p1	nucl	16	1
PF3D7_0517300.1-p1	mito_nucl	15	2
PF3D7_0517300.1-p1	mito	12	3
PF3D7_0517400.1-p1	cyto	14.5	1
PF3D7_0517400.1-p1	cyto_nucl	13	2
PF3D7_0517400.1-p1	nucl	10.5	3
PF3D7_0517400.1-p1	cysk	3	4
PF3D7_0517500.1-p1	cyto	19.5	1
PF3D7_0517500.1-p1	cyto_mito	12.6667	2
PF3D7_0517500.1-p1	nucl	5	3
PF3D7_0517500.1-p1	mito	4.5	4
PF3D7_0517500.1-p1	mito_pero	4.33333	5
PF3D7_0517600.1-p1	cyto	24	1
PF3D7_0517600.1-p1	nucl	4	2
PF3D7_0517600.1-p1	extr	3	3
PF3D7_0517700.1-p1	nucl	31	1
PF3D7_0517800.1-p1	cyto	15.5	1
PF3D7_0517800.1-p1	cyto_nucl	13	2
PF3D7_0517800.1-p1	nucl	7.5	3
PF3D7_0517800.1-p1	extr	7	4
PF3D7_0517900.1-p1	cyto	22	1
PF3D7_0517900.1-p1	plas	4	2
PF3D7_0517900.1-p1	nucl	3	3
PF3D7_0518000.1-p1	cyto	13.5	1
PF3D7_0518000.1-p1	cyto_nucl	13	2
PF3D7_0518000.1-p1	nucl	9.5	3
PF3D7_0518000.1-p1	extr	5	4
PF3D7_0518100.1-p1	E.R.	14	1
PF3D7_0518100.1-p1	E.R._golg	11.5	2
PF3D7_0518100.1-p1	extr	7	3
PF3D7_0518100.1-p1	golg	7	4
PF3D7_0518100.1-p1	lyso	2	5
PF3D7_0518200.1-p1	cyto_nucl	12.5	1
PF3D7_0518200.1-p1	nucl	11	2
PF3D7_0518200.1-p1	mito	11	3
PF3D7_0518200.1-p1	cyto	10	4
PF3D7_0518300.1-p1	cyto	21.5	1
PF3D7_0518300.1-p1	cyto_nucl	15.5	2
PF3D7_0518300.1-p1	nucl	8.5	3
PF3D7_0518400.1-p1	cyto	11	1
PF3D7_0518400.1-p1	E.R._mito	5.83333	2
PF3D7_0518400.1-p1	mito	5.5	3
PF3D7_0518400.1-p1	cyto_golg	5.5	4
PF3D7_0518400.1-p1	extr	5	5
PF3D7_0518400.1-p1	mito_pero	4.16667	6
PF3D7_0518400.1-p1	E.R.	4	7
PF3D7_0518500.1-p1	nucl	32	1
PF3D7_0518600.1-p1	nucl	23.5	1
PF3D7_0518600.1-p1	cyto_nucl	16	2
PF3D7_0518600.1-p1	cyto	7.5	3
PF3D7_0518700.1-p1	cyto	25	1
PF3D7_0518700.1-p1	nucl	4	2
PF3D7_0518800.1-p1	extr	31	1
PF3D7_0518900.1-p1	cyto	15.5	1
PF3D7_0518900.1-p1	extr	11	2
PF3D7_0518900.1-p1	cyto_nucl	11	3
PF3D7_0518900.1-p1	nucl	5.5	4
PF3D7_0518900.1-p1	extr_plas	5.5	5
PF3D7_0519000.1-p1	cyto	17	1
PF3D7_0519000.1-p1	cyto_nucl	14.5	2
PF3D7_0519000.1-p1	nucl	10	3
PF3D7_0519000.1-p1	mito	3	4
PF3D7_0519100.1-p1	mito	10.5	1
PF3D7_0519100.1-p1	mito_nucl	8.83333	2
PF3D7_0519100.1-p1	cyto	8.5	3
PF3D7_0519100.1-p1	cyto_nucl	7.83333	4
PF3D7_0519100.1-p1	nucl	6	5
PF3D7_0519100.1-p1	extr	4	6
PF3D7_0519200.1-p1	plas	29	1
PF3D7_0519300.1-p1	cyto	17	1
PF3D7_0519300.1-p1	nucl	6	2
PF3D7_0519300.1-p1	plas	2.5	3
PF3D7_0519300.1-p1	pero	2.5	4
PF3D7_0519300.1-p1	extr_plas	2.5	5
PF3D7_0519300.1-p1	mito_pero	2.5	6
PF3D7_0519300.1-p1	extr	1.5	7
PF3D7_0519300.1-p1	mito	1.5	8
PF3D7_0519400.1-p1	nucl	16.5	1
PF3D7_0519400.1-p1	cyto_nucl	14.5	2
PF3D7_0519400.1-p1	cyto	9.5	3
PF3D7_0519400.1-p1	mito	6	4
PF3D7_0519500.1-p1	nucl	19.5	1
PF3D7_0519500.1-p1	cyto_nucl	13.5	2
PF3D7_0519500.1-p1	cyto	6.5	3
PF3D7_0519500.1-p1	mito	5	4
PF3D7_0519600.1-p1	cyto	24	1
PF3D7_0519600.1-p1	cyto_nucl	15.5	2
PF3D7_0519600.1-p1	nucl	5	3
PF3D7_0519700.1-p1	nucl	28	1
PF3D7_0519700.1-p1	extr	2	2
PF3D7_0519800.1-p1	nucl	23	1
PF3D7_0519800.1-p1	cyto_nucl	16.6667	2
PF3D7_0519800.1-p1	cyto	8	3
PF3D7_0519800.1-p1	cyto_mito	5	4
PF3D7_0519800.1-p1	cyto_golg	5	5
PF3D7_0519900.1-p1	E.R.	23	1
PF3D7_0519900.1-p1	pero	4	2
PF3D7_0519900.1-p1	extr	3	3
PF3D7_0520000.1-p1	cyto	20	1
PF3D7_0520000.1-p1	mito	7	2
PF3D7_0520000.1-p1	nucl	4	3
PF3D7_0520100.1-p1	nucl	18.5	1
PF3D7_0520100.1-p1	cyto_nucl	17.5	2
PF3D7_0520100.1-p1	cyto	13.5	3
PF3D7_0520200.1-p1	cyto	15	1
PF3D7_0520200.1-p1	cyto_nucl	14.3333	2
PF3D7_0520200.1-p1	nucl	12.5	3
PF3D7_0520200.1-p1	cyto_pero	8.33333	4
PF3D7_0520300.1-p1	cyto	26	1
PF3D7_0520300.1-p1	mito	3	2
PF3D7_0520400.1-p1	cyto	24.5	1
PF3D7_0520400.1-p1	cyto_nucl	13	2
PF3D7_0520400.1-p1	mito	6	3
PF3D7_0520500.1-p1	plas	31	1
PF3D7_0520600.1-p1	cyto	20.5	1
PF3D7_0520600.1-p1	cyto_nucl	11	2
PF3D7_0520600.1-p1	mito	9	3
PF3D7_0520700.1-p1	cyto	21.5	1
PF3D7_0520700.1-p1	cyto_nucl	15.5	2
PF3D7_0520700.1-p1	nucl	8.5	3
PF3D7_0520800.1-p1	extr	7	1
PF3D7_0520800.1-p1	E.R.	7	2
PF3D7_0520800.1-p1	pero	6	3
PF3D7_0520800.1-p1	extr_plas	6	4
PF3D7_0520800.1-p1	plas	5	5
PF3D7_0520800.1-p1	cyto_pero	5	6
PF3D7_0520900.1-p1	cyto	25	1
PF3D7_0520900.1-p1	nucl	5	2
PF3D7_0521000.1-p1	nucl	27.5	1
PF3D7_0521000.1-p1	cyto_nucl	17.5	2
PF3D7_0521100.1-p1	plas	32	1
PF3D7_0521200.1-p1	mito	18	1
PF3D7_0521200.1-p1	cyto	10	2
PF3D7_0521200.1-p1	extr	1	3
PF3D7_0521200.1-p1	nucl	1	4
PF3D7_0521200.1-p1	cysk	1	5
PF3D7_0521200.1-p1	golg	1	6
PF3D7_0521300.1-p1	nucl	20	1
PF3D7_0521300.1-p1	cyto_nucl	17	2
PF3D7_0521300.1-p1	cyto	12	3
PF3D7_0521400.1-p1	mito	13	1
PF3D7_0521400.1-p1	extr	8	2
PF3D7_0521400.1-p1	cyto_mito	8	3
PF3D7_0521400.1-p1	mito_pero	8	4
PF3D7_0521500.1-p1	cyto	14	1
PF3D7_0521500.1-p1	nucl	10	2
PF3D7_0521500.1-p1	mito	8	3
PF3D7_0521600.1-p1	cyto	18	1
PF3D7_0521600.1-p1	nucl	8	2
PF3D7_0521600.1-p1	extr	3	3
PF3D7_0521700.1-p1	nucl	28.5	1
PF3D7_0521700.1-p1	cyto_nucl	16.5	2
PF3D7_0521800.1-p1	mito	14	1
PF3D7_0521800.1-p1	nucl	11	2
PF3D7_0521800.1-p1	cyto	7	3
PF3D7_0521800.1-p1	E.R._mito	7	4
PF3D7_0521800.1-p1	mito_pero	7	5
PF3D7_0521900.1-p1	nucl	24.5	1
PF3D7_0521900.1-p1	cyto_nucl	16	2
PF3D7_0521900.1-p1	cyto	6.5	3
PF3D7_0522000.1-p1	nucl	23	1
PF3D7_0522000.1-p1	mito	8	2
PF3D7_0522100.1-p1	cyto_nucl	16	1
PF3D7_0522100.1-p1	nucl	15	2
PF3D7_0522100.1-p1	cyto	15	3
PF3D7_0522200.1-p1	cyto_nucl	20.1667	1
PF3D7_0522200.1-p1	cyto	19	2
PF3D7_0522200.1-p1	cyto_plas	12	3
PF3D7_0522200.1-p1	nucl	9	4
PF3D7_0522300.1-p1	nucl	19.5	1
PF3D7_0522300.1-p1	cyto_nucl	16	2
PF3D7_0522300.1-p1	cyto	11.5	3
PF3D7_0522400.1-p1	plas	30	1
PF3D7_0522500.1-p1	mito	15	1
PF3D7_0522500.1-p1	cyto	10	2
PF3D7_0522500.1-p1	extr	6	3
PF3D7_0522600.1-p1	plas	30	1
PF3D7_0522700.1-p1	extr	26	1
PF3D7_0522700.1-p1	E.R.	2	2
PF3D7_0522700.1-p1	mito	1.5	3
PF3D7_0522700.1-p1	cyto_mito	1.5	4
PF3D7_0522800.1-p1	extr	12	1
PF3D7_0522800.1-p1	nucl	10.5	2
PF3D7_0522800.1-p1	cyto_nucl	10	3
PF3D7_0522800.1-p1	cyto	8.5	4
PF3D7_0522900.1-p1	nucl	21	1
PF3D7_0522900.1-p1	cyto	10.5	2
PF3D7_0522900.1-p1	cyto_mito	6	3
PF3D7_0523000.1-p1	plas	31	1
PF3D7_0523100.1-p1	mito	14	1
PF3D7_0523100.1-p1	cyto	9	2
PF3D7_0523100.1-p1	nucl	6	3
PF3D7_0523200.1-p1	cyto	24	1
PF3D7_0523200.1-p1	pero	4	2
PF3D7_0523200.1-p1	E.R._mito	3	3
PF3D7_0523300.1-p1	cyto	12.5	1
PF3D7_0523300.1-p1	mito	12	2
PF3D7_0523300.1-p1	cyto_nucl	10.5	3
PF3D7_0523300.1-p1	nucl	5.5	4
PF3D7_0523400.1-p1	plas	20	1
PF3D7_0523400.1-p1	cyto	5.5	2
PF3D7_0523400.1-p1	nucl	5	3
PF3D7_0523400.1-p1	cyto_mito	3.5	4
PF3D7_0523500.1-p1	extr	18	1
PF3D7_0523500.1-p1	cyto	11	2
PF3D7_0523600.1-p1	cyto	23.5	1
PF3D7_0523600.1-p1	cyto_nucl	13.8333	2
PF3D7_0523600.1-p1	cyto_plas	12.6667	3
PF3D7_0523600.1-p1	extr	3	4
PF3D7_0523700.1-p1	mito	11	1
PF3D7_0523700.1-p1	nucl	8.5	2
PF3D7_0523700.1-p1	cyto_nucl	7	3
PF3D7_0523700.1-p1	cyto	4.5	4
PF3D7_0523700.1-p1	plas	4	5
PF3D7_0523700.1-p1	golg	2	6
PF3D7_0523700.1-p1	extr_plas	2	7
PF3D7_0523700.1-p1	cysk_plas	2	8
PF3D7_0523800.1-p1	plas	32	1
PF3D7_0523900.1-p1	plas	31	1
PF3D7_0524000.1-p1	cyto	19	1
PF3D7_0524000.1-p1	nucl	9	2
PF3D7_0524000.1-p1	pero	3	3
PF3D7_0524100.1-p1	nucl	10.5	1
PF3D7_0524100.1-p1	cyto_nucl	10.3333	2
PF3D7_0524100.1-p1	cyto	9	3
PF3D7_0524100.1-p1	cyto_mito	6.66667	4
PF3D7_0524100.1-p1	cyto_plas	6.66667	5
PF3D7_0524100.1-p1	plas	4	6
PF3D7_0524100.1-p1	mito_pero	3.83333	7
PF3D7_0524200.1-p1	extr	30	1
PF3D7_0524300.1-p1	cyto	22	1
PF3D7_0524300.1-p1	cyto_nucl	15.8333	2
PF3D7_0524300.1-p1	cyto_pero	12.5	3
PF3D7_0524300.1-p1	nucl	6.5	4
PF3D7_0524400.1-p1	cyto	27.5	1
PF3D7_0524400.1-p1	cyto_nucl	15.5	2
PF3D7_0524500.1-p1	cyto	21	1
PF3D7_0524500.1-p1	cyto_nucl	12.3333	2
PF3D7_0524500.1-p1	cyto_pero	12.3333	3
PF3D7_0524500.1-p1	extr	5	4
PF3D7_0524500.1-p1	nucl	2.5	5
PF3D7_0524500.1-p1	pero	2.5	6
PF3D7_0524500.1-p1	extr_plas	2.5	7
PF3D7_0524600.1-p1	cyto	19.5	1
PF3D7_0524600.1-p1	cyto_nucl	13.5	2
PF3D7_0524600.1-p1	nucl	6.5	3
PF3D7_0524600.1-p1	mito	4	4
PF3D7_0524700.1-p1	cyto	12	1
PF3D7_0524700.1-p1	mito	6.5	2
PF3D7_0524700.1-p1	plas	6	3
PF3D7_0524700.1-p1	cyto_nucl	6	4
PF3D7_0524700.1-p1	cyto_golg	6	5
PF3D7_0524800.1-p1	cyto	18	1
PF3D7_0524800.1-p1	cyto_nucl	16.3333	2
PF3D7_0524800.1-p1	cyto_plas	10.1667	3
PF3D7_0524800.1-p1	nucl	9.5	4
PF3D7_0524900.1-p1	cyto	22	1
PF3D7_0524900.1-p1	cyto_nucl	16	2
PF3D7_0524900.1-p1	nucl	8	3
PF3D7_0525000.1-p1	nucl	26	1
PF3D7_0525000.1-p1	cyto	3	2
PF3D7_0525000.1-p1	mito	3	3
PF3D7_0525000.1-p1	cyto_mito	3	4
PF3D7_0525100.1-p1	cyto	19.5	1
PF3D7_0525100.1-p1	cyto_mito	12.6667	2
PF3D7_0525100.1-p1	mito_pero	4.83333	3
PF3D7_0525100.1-p1	mito	4.5	4
PF3D7_0525100.1-p1	nucl	4	5
PF3D7_0525200.1-p1	cyto	18	1
PF3D7_0525200.1-p1	cyto_nucl	17.3333	2
PF3D7_0525200.1-p1	nucl	13.5	3
PF3D7_0525200.1-p1	cyto_mito	10	4
PF3D7_0525300.1-p1	cyto_mito	10.1667	1
PF3D7_0525300.1-p1	cyto	10	2
PF3D7_0525300.1-p1	mito	9.5	3
PF3D7_0525300.1-p1	E.R._mito	9	4
PF3D7_0525400.1-p1	cyto	13.5	1
PF3D7_0525400.1-p1	cyto_mito	9.16667	2
PF3D7_0525400.1-p1	pero	7	3
PF3D7_0525400.1-p1	mito_pero	6.33333	4
PF3D7_0525400.1-p1	nucl	6	5
PF3D7_0525400.1-p1	mito	3.5	6
PF3D7_0525500.1-p1	plas	24	1
PF3D7_0525500.1-p1	pero	5	2
PF3D7_0525600.1-p1	mito	23	1
PF3D7_0525600.1-p1	cyto	5	2
PF3D7_0525600.1-p1	nucl	2	3
PF3D7_0525700.1-p1	extr	29	1
PF3D7_0525800.1-p1	cyto	17.5	1
PF3D7_0525800.1-p1	cyto_pero	11.6667	2
PF3D7_0525800.1-p1	cyto_nucl	11.1667	3
PF3D7_0525800.1-p1	cyto_plas	9.66667	4
PF3D7_0525800.1-p1	pero	4.5	5
PF3D7_0525800.1-p1	extr	4	6
PF3D7_0525900.1-p1	cyto	19	1
PF3D7_0525900.1-p1	cyto_nucl	14	2
PF3D7_0525900.1-p1	mito	6	3
PF3D7_0525900.1-p1	nucl	5	4
PF3D7_0526000.1-p1	cyto	15	1
PF3D7_0526000.1-p1	cyto_nucl	15	2
PF3D7_0526000.1-p1	nucl	13	3
PF3D7_0526100.1-p1	plas	17	1
PF3D7_0526100.1-p1	E.R.	8	2
PF3D7_0526100.1-p1	extr	3	3
PF3D7_0526100.1-p1	pero	2.5	4
PF3D7_0526200.1-p1	cyto_nucl	16.8333	1
PF3D7_0526200.1-p1	nucl	16.5	2
PF3D7_0526200.1-p1	cyto	14	3
PF3D7_0526200.1-p1	cyto_golg	8	4
PF3D7_0526300.1-p1	nucl	15	1
PF3D7_0526300.1-p1	cyto	13	2
PF3D7_0526300.1-p1	extr	4	3
PF3D7_0526400.1-p1	cyto	13.5	1
PF3D7_0526400.1-p1	cyto_nucl	10	2
PF3D7_0526400.1-p1	nucl	5.5	3
PF3D7_0526400.1-p1	pero	5	4
PF3D7_0526400.1-p1	mito_pero	5	5
PF3D7_0526400.1-p1	mito	3	6
PF3D7_0526400.1-p1	plas	2	7
PF3D7_0526400.1-p1	golg	2	8
PF3D7_0526500.1-p1	cyto	19.5	1
PF3D7_0526500.1-p1	cyto_nucl	16.5	2
PF3D7_0526500.1-p1	nucl	8.5	3
PF3D7_0526600.1-p1	nucl	21.5	1
PF3D7_0526600.1-p1	cyto_nucl	17.8333	2
PF3D7_0526600.1-p1	cyto	9	3
PF3D7_0526600.1-p1	cyto_golg	6.16667	4
PF3D7_0526700.1-p1	E.R.	27	1
PF3D7_0526700.1-p1	pero	2.5	2
PF3D7_0526700.1-p1	cyto_pero	2	3
PF3D7_0526800.1-p1	cyto	23.5	1
PF3D7_0526800.1-p1	cyto_nucl	17.5	2
PF3D7_0526800.1-p1	nucl	8.5	3
PF3D7_0526900.1-p1	extr	20	1
PF3D7_0526900.1-p1	E.R.	7	2
PF3D7_0526900.1-p1	plas	2	3
PF3D7_0526900.1-p1	pero	2	4
PF3D7_0527000.1-p1	nucl	32	1
PF3D7_0527100.1-p1	cyto	15	1
PF3D7_0527100.1-p1	cyto_nucl	11.6667	2
PF3D7_0527100.1-p1	cyto_plas	9.16667	3
PF3D7_0527100.1-p1	mito	8	4
PF3D7_0527100.1-p1	nucl	6	5
PF3D7_0527200.1-p1	cyto	23	1
PF3D7_0527200.1-p1	nucl	7	2
PF3D7_0527300.1-p1	cyto	14.5	1
PF3D7_0527300.1-p1	cyto_nucl	9	2
PF3D7_0527300.1-p1	extr	7	3
PF3D7_0527300.1-p1	mito	7	4
PF3D7_0527400.1-p1	plas	31	1
PF3D7_0527500.1-p1	nucl	19.5	1
PF3D7_0527500.1-p1	cyto_nucl	15.5	2
PF3D7_0527500.1-p1	cyto	10.5	3
PF3D7_0527600.1-p1	cyto	19.5	1
PF3D7_0527600.1-p1	cyto_nucl	15	2
PF3D7_0527600.1-p1	nucl	9.5	3
PF3D7_0527900.1-p1	cyto_nucl	16.5	1
PF3D7_0527900.1-p1	nucl	16	2
PF3D7_0527900.1-p1	cyto	15	3
PF3D7_0528000.1-p1	cyto	18.5	1
PF3D7_0528000.1-p1	cyto_nucl	15.5	2
PF3D7_0528000.1-p1	cyto_plas	12	3
PF3D7_0528000.1-p1	nucl	6	4
PF3D7_0528000.1-p1	extr	5	5
PF3D7_0528100.1-p1	cyto	18	1
PF3D7_0528100.1-p1	cyto_mito	10.5	2
PF3D7_0528100.1-p1	nucl	5	3
PF3D7_0528100.1-p1	extr_plas	2.5	4
PF3D7_0528100.1-p1	plas	2	5
PF3D7_0528100.1-p1	E.R.	2	6
PF3D7_0528100.1-p1	pero	2	7
PF3D7_0528200.1-p1	cyto	23.5	1
PF3D7_0528200.1-p1	cyto_nucl	15.5	2
PF3D7_0528200.1-p1	nucl	6.5	3
PF3D7_0528300.1-p1	cyto	19	1
PF3D7_0528300.1-p1	nucl	6	2
PF3D7_0528300.1-p1	mito_pero	3	3
PF3D7_0528300.1-p1	mito	2	4
PF3D7_0528300.1-p1	pero	2	5
PF3D7_0528400.1-p1	plas	28	1
PF3D7_0528400.1-p1	nucl	2	2
PF3D7_0528500.1-p1	cyto	25	1
PF3D7_0528500.1-p1	cyto_nucl	15.5	2
PF3D7_0528500.1-p1	extr	2	3
PF3D7_0528500.1-p1	nucl	2	4
PF3D7_0528500.1-p1	pero	2	5
PF3D7_0528600.1-p1	cyto	15.5	1
PF3D7_0528600.1-p1	cyto_nucl	15.5	2
PF3D7_0528600.1-p1	nucl	14.5	3
PF3D7_0528700.1-p1	cyto	19	1
PF3D7_0528700.1-p1	cyto_nucl	14	2
PF3D7_0528700.1-p1	nucl	5	3
PF3D7_0528700.1-p1	extr	3	4
PF3D7_0528700.1-p1	pero	3	5
PF3D7_0528800.1-p1	cyto	16.5	1
PF3D7_0528800.1-p1	cyto_nucl	13	2
PF3D7_0528800.1-p1	nucl	8.5	3
PF3D7_0528800.1-p1	mito	7	4
PF3D7_0528900.1-p1	extr	24	1
PF3D7_0528900.1-p1	cyto	6	2
PF3D7_0529000.1-p1	pero	17.5	1
PF3D7_0529000.1-p1	mito_pero	11	2
PF3D7_0529000.1-p1	plas	7	3
PF3D7_0529000.1-p1	extr	3	4
PF3D7_0529100.1-p1	extr	28	1
PF3D7_0529100.1-p1	lyso	2	2
PF3D7_0529200.1-p1	plas	32	1
PF3D7_0529300.1-p1	E.R.	15	1
PF3D7_0529300.1-p1	extr	11	2
PF3D7_0529300.1-p1	plas	4	3
PF3D7_0529400.1-p1	nucl	24	1
PF3D7_0529400.1-p1	cyto_nucl	17	2
PF3D7_0529400.1-p1	cyto	8	3
PF3D7_0529400.2-p1	nucl	21.5	1
PF3D7_0529400.2-p1	cyto_nucl	17.5	2
PF3D7_0529400.2-p1	cyto	10.5	3
PF3D7_0529500.1-p1	cyto	13.5	1
PF3D7_0529500.1-p1	cyto_nucl	9.5	2
PF3D7_0529500.1-p1	mito	9	3
PF3D7_0529500.1-p1	extr	5	4
PF3D7_0529500.1-p1	mito_pero	5	5
PF3D7_0529700.1-p1	cyto	25.5	1
PF3D7_0529700.1-p1	cyto_nucl	16	2
PF3D7_0529700.1-p1	nucl	5.5	3
PF3D7_0529800.1-p1	plas	20	1
PF3D7_0529800.1-p1	nucl	8.5	2
PF3D7_0529800.1-p1	cyto_nucl	6.5	3
PF3D7_0529900.1-p1	plas	22	1
PF3D7_0529900.1-p1	cyto	7	2
PF3D7_0530000.1-p1	nucl	23	1
PF3D7_0530000.1-p1	mito	5	2
PF3D7_0530000.1-p1	cyto	2	3
PF3D7_0530100.1-p1	cyto	12.5	1
PF3D7_0530100.1-p1	cyto_mito	10.1667	2
PF3D7_0530100.1-p1	pero	9	3
PF3D7_0530100.1-p1	mito_pero	8.83333	4
PF3D7_0530100.1-p1	mito	6.5	5
PF3D7_0530200.1-p1	plas	18	1
PF3D7_0530200.1-p1	E.R.	5	2
PF3D7_0530200.1-p1	golg	5	3
PF3D7_0530200.1-p1	E.R._golg	5	4
PF3D7_0530300.1-p1	plas	28	1
PF3D7_0530300.1-p1	E.R.	2	2
PF3D7_0530300.1-p1	pero	2	3
PF3D7_0530400.1-p1	mito	17	1
PF3D7_0530400.1-p1	cyto	8	2
PF3D7_0530400.1-p1	nucl	7	3
PF3D7_0530500.1-p1	plas	31	1
PF3D7_0530600.1-p1	nucl	14	1
PF3D7_0530600.1-p1	cyto	12	2
PF3D7_0530600.1-p1	extr	3	3
PF3D7_0530700.1-p1	cyto	20.5	1
PF3D7_0530700.1-p1	cyto_mito	12.1667	2
PF3D7_0530700.1-p1	nucl	6	3
PF3D7_0530700.1-p1	mito_pero	2.83333	4
PF3D7_0530750.1-p1	extr	30	1
PF3D7_0530800.1-p1	extr	31	1
PF3D7_0530900.1-p1	cyto	14	1
PF3D7_0530900.1-p1	cyto_mito	8.5	2
PF3D7_0530900.1-p1	nucl	8	3
